0.5	1.11577e-08
1.5	2.26485e-08
2.5	1.12605
3.5	1.57321
4.5	1.46553
5.5	1.93065
6.5	3.8475
7.5	1.99185
8.5	3.14337
9.5	1.94675
10.5	4.7328
11.5	3.3043
12.5	2.3759
13.5	2.22099
14.5	3.41112
15.5	3.33662
16.5	2.47133
17.5	3.1614
18.5	3.88171
19.5	3.42154
20.5	1.90615
21.5	4.39104
22.5	6.2942
23.5	10.4648
24.5	9.04145
25.5	8.88543
26.5	5.16257
27.5	5.91964
28.5	8.4571
29.5	9.1488
30.5	8.15058
31.5	5.20961
32.5	4.04975
33.5	3.62105
34.5	3.38618e-09
35.5	0.625065
36.5	4.82072
37.5	1.18672
38.5	5.36793e-08
39.5	4.23223
40.5	7.36224
41.5	10.3263
42.5	12.0713
43.5	8.03713
44.5	5.42879
45.5	6.79233
46.5	6.93284
47.5	5.71678
48.5	7.29981
49.5	9.58813
50.5	7.50742
51.5	7.05535
52.5	5.76517
53.5	6.36743
54.5	8.23774
55.5	8.3901
56.5	8.63367
57.5	10.9153
58.5	9.4083
59.5	5.70152
60.5	7.5249
61.5	7.52944
62.5	7.20965
63.5	6.92531
64.5	5.52224
65.5	4.32728
66.5	4.38459
67.5	5.47797
68.5	4.72381
69.5	5.50092
70.5	7.56305
71.5	9.31686
72.5	10.078
73.5	9.80659
74.5	9.58582
75.5	9.79905
76.5	9.8415
77.5	10.8338
78.5	11.3363
79.5	10.3672
80.5	10.1658
81.5	10.2397
82.5	11.6306
83.5	12.3928
84.5	12.4757
85.5	13.9135
86.5	13.2092
87.5	13.9183
88.5	14.0194
89.5	17.7858
90.5	17.6198
91.5	15.8808
92.5	19.3738
93.5	20.6474
94.5	22.7942
95.5	28.318
96.5	36.8127
97.5	45.5261
98.5	51.9605
99.5	59.0791
100.5	63.325
101.5	66.6353
102.5	70.681
103.5	67.6098
104.5	62.7236
105.5	62.9202
106.5	54.2324
107.5	49.2859
108.5	45.7531
109.5	42.4069
110.5	37.7524
111.5	36.0169
112.5	34.5443
113.5	38.2546
114.5	45.2767
115.5	54.9639
116.5	62.4722
117.5	81.883
118.5	101.919
119.5	125.001
120.5	143.359
121.5	159.158
122.5	168.872
123.5	177.046
124.5	173.973
125.5	167.744
126.5	148.998
127.5	132.063
128.5	113.355
129.5	96.1243
130.5	76.7463
131.5	61.4892
132.5	52.9058
133.5	46.2309
134.5	45.8695
135.5	41.9539
136.5	43.0127
137.5	46.8484
138.5	50.7975
139.5	51.631
140.5	58.6097
141.5	60.0396
142.5	64.5961
143.5	62.483
144.5	59.9269
145.5	60.4161
146.5	58.5224
147.5	54.3693
148.5	51.8498
149.5	47.995
150.5	48.527
151.5	47.8685
152.5	45.8954
153.5	44.3821
154.5	43.5282
155.5	46.2647
156.5	51.1317
157.5	56.3507
158.5	65.8133
159.5	98.0369
160.5	109.417
161.5	123.538
162.5	139.729
163.5	154.824
164.5	165.021
165.5	174.868
166.5	179.166
167.5	178.563
168.5	178.338
169.5	176.8
170.5	167.093
171.5	154.512
172.5	140.948
173.5	129.717
174.5	117.753
175.5	108.129
176.5	99.2363
177.5	89.8597
178.5	78.557
179.5	70.3663
180.5	57.2796
181.5	48.7632
182.5	41.6067
183.5	38.1603
184.5	34.4424
185.5	34.7544
186.5	34.8623
187.5	37.7651
188.5	40.3237
189.5	44.4521
190.5	45.9074
191.5	48.9433
192.5	51.4544
193.5	55.2367
194.5	57.288
195.5	58.4866
196.5	57.8031
197.5	55.8326
198.5	47.7888
199.5	43.5541
200.5	37.2884
201.5	30.9461
202.5	26.8962
203.5	21.4119
204.5	16.9374
205.5	16.0291
206.5	10.8527
207.5	10.3445
208.5	9.41939
209.5	10.0943
210.5	9.25899
211.5	8.61723
212.5	9.94594
213.5	10.8996
214.5	11.0476
215.5	15.0524
216.5	18.9734
217.5	21.7396
218.5	22.9145
219.5	25.937
220.5	27.112
221.5	29.0909
222.5	27.8087
223.5	27.5892
224.5	29.3946
225.5	24.935
226.5	21.1137
227.5	19.5441
228.5	17.2387
229.5	14.1155
230.5	11.8276
231.5	10.5114
232.5	10.8374
233.5	5.19377
234.5	5.57394
235.5	3.06976
236.5	1.84107
237.5	1.07084e-05
238.5	1.32328e-05
239.5	5.91249e-07
240.5	6.60749e-05
241.5	0.963115
242.5	2.67684
243.5	7.03439
244.5	10.2384
245.5	11.701
246.5	14.3229
247.5	13.2394
248.5	11.6815
249.5	4.79096
250.5	3.90431
251.5	3.05034e-07
252.5	3.44169e-09
253.5	1.11022e-10
254.5	5.99465e-07
255.5	3.00038e-07
256.5	8.5052e-06
257.5	1.17079e-05
258.5	5.48672e-07
259.5	1.55931e-07
260.5	0.0027885
261.5	3.52289
262.5	12.3635
263.5	21.4779
264.5	25.5899
265.5	29.2053
266.5	29.7458
267.5	26.4427
268.5	25.847
269.5	25.1699
270.5	22.4627
271.5	22.338
272.5	21.8461
273.5	17.0663
274.5	10.7395
275.5	8.57031
276.5	10.4859
277.5	9.17964
278.5	10.0406
279.5	8.91817
280.5	9.93869
281.5	8.36911
282.5	6.28937
283.5	5.20704
284.5	6.2029
285.5	4.48057
286.5	2.41584
287.5	0.044896
288.5	0.361655
289.5	0.274546
290.5	1.55041
291.5	1.8567
292.5	2.94989
293.5	2.63834
294.5	2.62416
295.5	1.7042
296.5	0.504344
297.5	1.10095
298.5	1.02332
299.5	0.0105354
300.5	1.20212e-05
301.5	1.77414e-07
302.5	6.21897e-06
303.5	1.76031e-06
304.5	1.66533e-10
305.5	1.10395e-06
306.5	6.57807e-08
307.5	1.67089e-07
308.5	2.76723e-07
309.5	0.124674
310.5	2.1963e-06
311.5	5.96873e-06
312.5	4.60959e-06
313.5	9.49701e-06
314.5	7.6206e-05
315.5	0.997243
316.5	0.6557
317.5	1.3976
318.5	0.921441
319.5	1.47582
320.5	0.455861
321.5	1.20106
322.5	0.760857
323.5	1.01754
324.5	2.04529
325.5	1.25648
326.5	0.493111
327.5	0.858104
328.5	0.541435
329.5	0.67206
330.5	0.0889572
331.5	6.57935e-06
332.5	1.00166e-05
333.5	0.811237
334.5	0.416515
335.5	1.05471e-09
336.5	1.52811e-06
337.5	5.81424e-07
338.5	3.77881e-06
339.5	2.75502e-07
340.5	3.31996e-06
341.5	3.21493e-06
342.5	8.75522e-07
343.5	2.79371e-06
344.5	1.41094e-05
345.5	1.41304e-06
346.5	0.303103
347.5	0.0683689
348.5	1.83575
349.5	2.25222
350.5	2.18755
351.5	1.68278
352.5	2.94512
353.5	3.97483
354.5	3.19459
355.5	2.77519
356.5	2.59476
357.5	3.35941
358.5	4.47929
359.5	4.04399
360.5	4.54356
361.5	4.46555
362.5	5.30605
363.5	5.58505
364.5	5.94428
365.5	4.64018
366.5	4.33496
367.5	5.63048
368.5	6.64939
369.5	5.45633
370.5	4.37153
371.5	4.42496
372.5	4.10177
373.5	3.09781
374.5	2.38356
375.5	1.38668
376.5	2.35248
377.5	0.53747
378.5	0.813595
379.5	0.361508
380.5	7.3419e-07
381.5	3.70665e-06
382.5	7.99194e-07
383.5	3.83082e-07
384.5	2.22045e-08
385.5	0.536653
386.5	0.928122
387.5	0.920237
388.5	1.21657
389.5	1.26172
390.5	0.814982
391.5	0.751152
392.5	1.65012
393.5	0.910382
394.5	0.423299
395.5	5.05571e-05
396.5	4.43149e-05
397.5	0.597874
398.5	0.546883
399.5	0.229118
400.5	1.46133
401.5	1.19414
402.5	2.44249e-09
403.5	7.27196e-09
404.5	3.90687e-07
405.5	2.30371e-08
406.5	0.0995253
407.5	1.75648
408.5	2.23246
409.5	1.96594
410.5	1.30846
411.5	1.40998e-08
412.5	9.88321e-07
413.5	4.47331e-06
414.5	1.84702e-06
415.5	1.20348e-07
416.5	0.571906
417.5	1.38445e-07
418.5	8.51447e-06
419.5	9.07052e-08
420.5	4.95021e-06
421.5	2.20879e-07
422.5	1.28786e-08
423.5	1.11022e-09
424.5	1.15313e-06
425.5	0
426.5	7.72715e-08
427.5	4.33487e-07
428.5	4.39815e-07
429.5	2.29676e-05
430.5	7.61495e-05
431.5	2.16771e-07
432.5	2.63473e-06
433.5	1.13091
434.5	0.484408
435.5	6.85008e-08
436.5	1.35841e-06
437.5	5.34572e-08
438.5	1.22941e-06
439.5	0.649155
440.5	0.23976
441.5	0.409918
442.5	7.27937e-05
443.5	0.735568
444.5	0.845455
445.5	2.06003
446.5	1.33066
447.5	2.34257
448.5	4.12327
449.5	5.88001
450.5	5.67489
451.5	5.98275
